9.080967690128687024e+07 1.092175557970554940e+07 4.209750199011594988e+06 -1.306688061256412823e+02 -3.253138145332561066e+02 -1.551062627948726345e+02 -1.075582834224645980e+07 -1.623838282090206863e+06 -8.788111406214365270e+05 -7.628758308745439143e-01 2.765351024337452390e-01 9.092746386079636478e-02
1.092175557950386964e+07 1.678685845034244359e+08 6.799269432782071643e+06 -4.972476724469149758e+02 1.809965658219095701e+02 9.184923864136902694e+01 -1.246736156096405903e+05 -6.632258953176048584e+06 -1.564184711905597709e+06 2.897570498518115545e-01 -2.537701857254701654e-01 -2.075267464989482835e-01
4.209750198836931027e+06 6.799269432635257952e+06 1.570388725204559267e+08 -2.359035512992967938e+02 9.461299467761671167e+01 1.126003969460665211e+01 -1.539282214350780414e+05 -1.617729826045101741e+06 -3.992148618074571248e+06 1.219100547298649778e-01 -1.995884015807679324e-01 8.397216550010885849e-02
-1.306688061241445951e+02 -4.972476724459376669e+02 -2.359035512998053719e+02 3.501067392239328325e-03 -5.698923792717565905e-04 -3.646285249008908522e-04 1.408902411663680176e+01 -1.024854667569703537e+01 -5.878538173505170938e+00 8.972260164423723752e-07 -2.834481834503154607e-06 -1.291638453280914126e-06
-3.253138145391245644e+02 1.809965658213986899e+02 9.461299467739289071e+01 -5.698923792631307864e-04 3.383903747573653326e-03 -3.079622475653958236e-03 3.995538229571175748e+01 1.772276669289412965e+01 -3.003008326181872434e+01 3.080164308465380949e-06 -1.703573889314145382e-06 1.680667551994126979e-06
-1.551062627837909531e+02 9.184923863978343661e+01 1.126003969383332404e+01 -3.646285249052827384e-04 -3.079622475708592919e-03 8.444850292690099861e-03 1.819449914230850140e+01 -3.044579750090655423e+01 6.872105076899414655e+01 1.555575213655203870e-06 1.502871679754477140e-06 -4.175647616104004026e-06
-1.075582834224792011e+07 -1.246736156325843476e+05 -1.539282214549202181e+05 1.408902411680605660e+01 3.995538229500881044e+01 1.819449914365904419e+01 8.046567298555491865e+07 1.731184136457947083e+06 6.955503804802419618e+05 -2.184877514786290220e+00 -4.424931621902019052e-01 -1.663671356637036469e-01
-1.623838282141421456e+06 -6.632258953191835433e+06 -1.617729826052234741e+06 -1.024854667554627419e+01 1.772276669300556051e+01 -3.044579750072825064e+01 1.731184136464079376e+06 7.898214850287888944e+07 6.736281107430312550e+05 -4.687497743766165237e-01 -1.628832072846799761e+00 -3.361018348087621566e-02
-8.788111405296566663e+05 -1.564184711921201320e+06 -3.992148618081950583e+06 -5.878538173523366162e+00 -3.003008326222370172e+01 6.872105076887945074e+01 6.955503804690465331e+05 6.736281107419461478e+05 7.762691293217352033e+07 -1.822721844273364200e-01 -3.525467429696662464e-02 -1.518795033981650722e+00
-7.628758308745093863e-01 2.897570498505708247e-01 1.219100547287360059e-01 8.972260164510459926e-07 3.080164308414673745e-06 1.555575213754000311e-06 -2.184877514786306651e+00 -4.687497743770476233e-01 -1.822721844265167701e-01 1.462125696609621611e-07 -5.752373780938765152e-09 -2.867637011934916025e-09
2.765351024350657383e-01 -2.537701857269782368e-01 -1.995884015807421474e-01 -2.834481834500613508e-06 -1.703573889303246609e-06 1.502871679713770643e-06 -4.424931621903697709e-01 -1.628832072846593482e+00 -3.525467429726523994e-02 -5.752373780954406310e-09 1.163619047510065980e-07 -2.356923209205651214e-09
9.092746385446423552e-02 -2.075267464993201805e-01 8.397216550027199189e-02 -1.291638453273493483e-06 1.680667552023331616e-06 -4.175647616104950161e-06 -1.663671356629396469e-01 -3.361018348074065049e-02 -1.518795033981708453e+00 -2.867637011880990880e-09 -2.356923209228410675e-09 1.218848827939784609e-07
