7.568972842699065804e+07 1.298582859449407645e+07 4.973916149762483314e+06 -1.206800511613485583e+02 -2.655593981038571201e+02 -1.265991064050783024e+02 -1.175174645821926824e+05 3.688599365679489711e+04 1.450341656046120625e+04 -9.207498454985458755e-03 1.705901236491113703e-03 3.859865847379102192e-04
1.298582859366377071e+07 1.646066392527856231e+08 5.427672502601584420e+06 -5.167828822439792020e+02 1.750137683983867021e+02 8.538072798946367925e+01 8.766614988594513852e+04 -2.929503977708367165e+05 -1.137971299293556513e+05 1.883308145155168688e-03 1.689040883853663811e-03 -4.874332457173673042e-04
4.973916149669722654e+06 5.427672502576592378e+06 1.561271368947928250e+08 -2.450483303025951045e+02 8.906869466924898404e+01 1.616897308963392277e+01 3.902712750346125540e+04 -1.181366129157458636e+05 -8.672332543692733452e+04 7.322909592189828050e-04 -3.148108006813395382e-04 2.060802155186805713e-03
-1.206800511586287001e+02 -5.167828822444593015e+02 -2.450483303026387887e+02 3.362926757016022374e-03 -6.019249296110977272e-04 -3.773150687026339970e-04 3.147388089174959491e-01 -4.865959857188073556e-01 -2.261087597898903678e-01 6.973659689950413988e-09 -2.494353012311018123e-08 -1.145749205420079717e-08
-2.655593981079954915e+02 1.750137683952001737e+02 8.906869466921962442e+01 -6.019249296019431577e-04 3.109802274193319577e-03 -3.113677375890919977e-03 4.762244651481787883e-01 -1.288917790926707996e-01 -4.607037481989891270e-01 3.661817615736049112e-08 -1.283130306178715072e-08 2.553974765841087391e-08
-1.265991063994313777e+02 8.538072798788681439e+01 1.616897308881653927e+01 -3.773150686930623891e-04 -3.113677375922421688e-03 8.222334933325225678e-03 2.487460872297480863e-01 -5.537618611665310331e-01 6.332590894931249270e-01 1.799431342310522197e-08 2.525254956325473458e-08 -5.131204690288821018e-08
-1.175174645834314579e+05 8.766614988472398545e+04 3.902712750342177605e+04 3.147388089223884244e-01 4.762244651497347103e-01 2.487460872342820428e-01 1.294879032501212554e+06 -1.119084487755017821e+06 -4.910296167155044968e+05 -3.072145033778452342e-02 1.877091384497669296e-02 8.401896174999838249e-03
3.688599366052912228e+04 -2.929503977697236114e+05 -1.181366129155564122e+05 -4.865959857268887800e-01 -1.288917791172464467e-01 -5.537618611466689211e-01 -1.119084487755023176e+06 3.715425219780788291e+06 1.264704793964940589e+06 1.170829985784300684e-02 -7.746311903935813870e-02 -2.658244861094350223e-02
1.450341656256509668e+04 -1.137971299280378298e+05 -8.672332543648348656e+04 -2.261087597969670959e-01 -4.607037482030654219e-01 6.332590894866274578e-01 -4.910296167155078729e+05 1.264704793964937562e+06 1.382481639654872008e+06 5.374710079361178644e-03 -2.675613017567876270e-02 -2.770419388356545540e-02
-9.207498454985946212e-03 1.883308145054020865e-03 7.322909592085920282e-04 6.973659690276845101e-09 3.661817615682102378e-08 1.799431342387568777e-08 -3.072145033778467607e-02 1.170829985784344919e-02 5.374710079361391148e-03 1.788189605122576176e-09 -4.010579751055660143e-10 -1.760377713354332991e-10
1.705901236422336254e-03 1.689040883889782489e-03 -3.148108006724974900e-04 -2.494353012316792174e-08 -1.283130306131545925e-08 2.525254956307312542e-08 1.877091384497685603e-02 -7.746311903935834686e-02 -2.675613017567886678e-02 -4.010579751055571738e-10 2.607830951049691755e-09 4.346732019761824039e-10
3.859865846779012011e-04 -4.874332457126306418e-04 2.060802155192607496e-03 -1.145749205422298878e-08 2.553974765868501480e-08 -5.131204690282601282e-08 8.401896174999916311e-03 -2.658244861094332875e-02 -2.770419388356549009e-02 -1.760377713354258804e-10 4.346732019761787850e-10 1.807153284219412158e-09
